t_s,t_ms,deltaE_nJ,Wbase_nJ,Wbias_nJ,Dfilm_nJ,Dwall_nJ,ER_pJ,residual_aJ
0.36025,360.25,0.3211672629342604,2.3039603119616574,0.01334197010277566,1.9951952407462035,0.0007018604690648632,0.2379185763392223,0.6614351244933273
0.3603,360.3,0.32028533750601473,2.3031144394381777,0.013307818825158023,1.9951970436884017,0.0007019579587040194,0.23791977165045644,0.6614351244933273
0.36035,360.35,0.3196292484611646,2.302491833117425,0.013275627118827169,1.9951982680303704,0.0007020235335767622,0.2379208725701718,0.6614297478193457
0.3604,360.4,0.3202334642557871,2.303074989907474,0.01329778643390184,1.9951993178302545,0.0007020733702185034,0.237921546545157,0.6614297478193457
0.3606,360.59999999999997,0.3198104068139369,2.3026725534507344,0.01328211155542776,1.9952040018235795,0.0007023318608601639,0.23792516921513265,0.6614297478193457
0.36065,360.65000000000003,0.32067367892707904,2.3035027812859576,0.013316941515533249,1.9952056991645593,0.0007024190101860262,0.2379263610983941,0.6614318157708771
0.3607,360.70000000000005,0.32121405930248353,2.3040182785691163,0.013342734445346827,1.9952065563214028,0.0007024709396798535,0.23792711232841457,0.6614309885902645
0.36075,360.75,0.3206074927997579,2.303434127061817,0.01332130127138968,1.99520748716451,0.0007025213473884653,0.23792768298027211,0.6614301614096519
0.3608,360.8,0.31984701327970605,2.30270923872903,0.013287149437909658,1.9952088509637285,0.0007025957734770947,0.23792881145534506,0.661427266277508
0.36085,360.85,0.3201393257783762,2.302993765988574,0.013295387004599847,1.9952092825824062,0.0007026162083260283,0.23792908549418224,0.6614285070484269
0.3609,360.9,0.3210105792343663,2.3038301002789887,0.013332062606738804,1.9952109461625682,0.0007027078025994487,0.23793034762404347,0.6614301614096519
0.36095,360.95,0.3210960980681636,2.3039083318343625,0.013339642186131375,1.9952112213979831,0.0007027246343544668,0.23793058141538886,0.6614223031938328
0.361,361.0,0.3202935546447594,2.303138758761601,0.013308140715484359,1.9952126130385024,0.0007028009107225793,0.23793154452352072,0.6614231303744453
0.36115,361.15000000000003,0.3211787545730212,2.303994279000555,0.013340476923293517,1.9952151296399792,0.0007029388511202783,0.2379335211562914,0.6614285070484269
0.3612,361.20000000000005,0.3208457174929223,2.3036715464477093,0.01333059873342437,1.995215533852545,0.0007029607396164936,0.2379337574829922,0.661433056541796
0.36125,361.25,0.3200819448369441,2.302941286102035,0.01329842024402167,1.9952167969824508,0.0007030304574355008,0.2379347306575757,0.6614314021805708
0.3613,361.3,0.32010478295369965,2.302967270996485,0.013295501476241556,1.9952170137227976,0.000703041553332755,0.2379349043286596,0.6614322293611834
0.36135,361.35,0.32086492370920355,2.303698075675698,0.013326143997125832,1.9952182526832019,0.0007031081452542587,0.23793579659703862,0.6614326429514896
0.3614,361.4,0.3211629751455738,2.30398121198463,0.013341447725369125,1.9952186182374316,0.0007031308605911964,0.23793612783444734,0.6614318157708771
0.36145,361.45,0.32055273081917374,2.303394301869966,0.01331898919011545,1.9952194479373886,0.0007031763018536335,0.23793666309880035,0.6614334701321022
0.3615,361.5,0.3200230775161727,2.3028896908885503,0.013294687577838925,1.9952201488404926,0.0007032155032871838,0.23793726786715205,0.6614297478193457
0.36155,361.54999999999995,0.3204079037223878,2.3032620507539256,0.013307615621572148,1.995220588574063,0.0007032372005580664,0.23793753992313824,0.6614342973127147
0.3619,361.9,0.32074857853689337,2.3035879538824595,0.013326722390269854,1.995224691479485,0.0007034663276724129,0.23794059011837881,0.6614396739866963
0.36195,361.95,0.32016944575151707,2.3030345031383463,0.013301820792519781,1.9952254299479655,0.0007035077093623656,0.23794118346344664,0.661442155528534
0.362,362.0,0.32032970683038725,2.303191387492275,0.013305389413561252,1.9952256126577463,0.0007035167775745149,0.23794130156698987,0.6614388468060838
0.36205,362.04999999999995,0.3209607349688679,2.303797608206318,0.013331077652976468,1.9952264465256038,0.0007035631053604928,0.2379419209016104,0.6614388468060838
0.3621,362.09999999999997,0.3210658960341082,2.3038958506996132,0.013338158760684296,1.9952265994927805,0.0007035725388637404,0.2379420559864558,0.6614409147576151
0.36215,362.15000000000003,0.3204977923386075,2.3033500972017857,0.013316524642546452,1.9952272776543059,0.0007036099965158298,0.2379425163424436,0.6614396739866963
0.3622,362.20000000000005,0.32016785754699845,2.303036423703459,0.013300606252062032,1.9952276017551978,0.0007036285052231475,0.23794280953737332,0.6614359516739399
0.36225,362.25,0.320587034507186,2.303440946841455,0.013315703687199427,1.995228023480447,0.0007036501235451828,0.23794307891212127,0.6614363652642461
0.3623,362.3,0.32107988176095,2.303913104503178,0.013336971325451403,1.9952285691395617,0.0007036820679896744,0.23794352156011359,0.6614318157708771
0.36235,362.35,0.3208745600181726,2.3037135625300924,0.013331380908930936,1.9952287486775606,0.0007036917772172137,0.23794362750399634,0.6614318157708771
0.3626,362.59999999999997,0.3206427924952969,2.303492912966278,0.013322343642625608,1.995230718370421,0.0007038013251477442,0.2379450794557197,0.6614177537004637
0.36265,362.65,0.32023434866427797,2.3031030803670034,0.013304148484235463,1.9952311117813344,0.0007038236561342572,0.2379454109042296,0.6614123770264821
0.3627,362.70000000000005,0.3204739805821316,2.303335352639711,0.013311706063281014,1.9952313001561373,0.0007038331005513766,0.23794552558450827,0.6614127906167884
0.36275,362.75,0.320965602470959,2.303807054839374,0.013332167824980253,1.995231812708843,0.0007038622254221542,0.23794592054852126,0.6614189944713825
0.36285,362.85,0.3204362027204424,2.303296790516473,0.013313660529059915,1.995232407281606,0.0007038953592698744,0.23794634563490102,0.6614202352423013
0.3629,362.9,0.3202662146105112,2.3031361248591775,0.013304483797989495,1.9952325449408632,0.0007039032924917494,0.23794647471844269,0.6614177537004637
0.36295,362.95,0.3206727772628439,2.3035277396691183,0.01331981506845837,1.9952329089508458,0.000703922467669144,0.23794671763818886,0.6614202352423013
0.363,363.0,0.32099918941854566,2.3038397186159827,0.01333453125740748,1.9952331758010162,0.0007039383705057968,0.23794694474461028,0.6614223031938328
0.36305,363.05,0.32073274725167195,2.3035822718584233,0.01332573916463216,1.9952333686609094,0.0007039487119369854,0.23794705995939858,0.6614223031938328
0.36325,363.25,0.32092214027333577,2.3037660353625475,0.01333240091801826,1.9952343456621968,0.0007040031963776394,0.23794781007309707,0.6614173401101574
0.3633,363.3,0.32052568546673216,2.3033849956268786,0.013317340668932694,1.9952346818700755,0.0007040215841524057,0.23794803626964917,0.6614185808810763
0.36335,363.35,0.3202626696561573,2.303134591791295,0.013304930378997984,1.995234872468172,0.0007040325019100916,0.23794820547037152,0.6614165129295448
0.3634,363.4,0.3205324023172442,2.3033950021224463,0.01331444744151593,1.9952350576187556,0.0007040419677626428,0.23794832161865712,0.6614189944713825
0.36345,363.45,0.32088930255281944,2.3037367895171754,0.013329862444984174,1.9952353431087646,0.0007040584105140981,0.23794855147996424,0.6614185808810763
0.3635,363.5,0.320764804711772,2.303615519331015,0.01332672159033431,1.9952354254649765,0.0007040628048456871,0.23794860117519456,0.6614198216519951
0.36355,363.55,0.3203593105760968,2.303227052893698,0.01331006169348221,1.9952357736995772,0.0007040821113389779,0.23794886158324205,0.6614160993392386
0.36365,363.65,0.32066772029583906,2.3035257101539597,0.013320175723679748,1.9952361165141532,0.000704100615718318,0.23794911334249275,0.6614136177974009
0.3637,363.70000000000005,0.32085671737410276,2.3037055878709998,0.01332941855373568,1.995236232882671,0.000704107611635395,0.23794921773955063,0.6614127906167884
0.36375,363.75,0.32057277386149285,2.3034321260279094,0.013319136970285833,1.9952364226864503,0.0007041177738799474,0.2379493377878915,0.6614156857489323
0.36395,363.95,0.32074044610853863,2.3035941626309384,0.013325410407256991,1.995237026655885,0.0007041511317144997,0.2379498034726906,0.6614156857489323
0.364,364.0,0.3203923457294742,2.303260253592064,0.013311494425613642,1.9952372876180855,0.0007041653430082105,0.23794998852462163,0.661415272158626
0.36405,364.05,0.32024307966425586,2.303118831559339,0.0133037408906517,1.995237373133473,0.0007041702454089522,0.2379500682674301,0.6614144449780135
0.3641,364.09999999999997,0.3205059825498087,2.3033719491015656,0.01331369682772621,1.9952375352350766,0.0007041786307771005,0.23795017504498817,0.6614156857489323
0.36415,364.15,0.32074432088387456,2.303599546658517,0.013324589233494749,1.9952376784493324,0.0007041869237527342,0.23795029646725205,0.6614148585683197
0.3642,364.20000000000005,0.3205729740810051,2.3034339531618855,0.013318930265889343,1.995237768058069,0.0007041916000353214,0.2379503500807386,0.661415272158626
0.36425,364.25,0.32025798532474004,2.3031327818245577,0.013305347122156948,1.995237989928571,0.0007042038306523602,0.23795052416336893,0.6614123770264821
0.3643,364.3,0.3202807887894335,2.3031562360749636,0.013304734805970086,1.9952380264624492,0.0007042057384953505,0.23795055196964782,0.6614144449780135
0.36445,364.45,0.3203936127118579,2.3032627541451456,0.013311475305569857,1.995238438489313,0.0007042280590449717,0.23795085191953325,0.6614202352423013
0.3645,364.5,0.32018499011232116,2.3030641529218414,0.013301577553913339,1.9952385554559864,0.0007042346144777276,0.23795095438984132,0.6614206488326076
0.36455,364.55,0.3203450868451246,2.303218735119947,0.013307171769921721,1.9952386313084862,0.0007042383961657206,0.23795100151049478,0.6614177537004637
0.3646,364.59999999999997,0.3205953751501461,2.3034580845953547,0.013318265448277883,1.9952387778802925,0.0007042465553589395,0.23795111925334278,0.66141816729077
0.36465,364.65,0.3205255064824638,2.3033898153917765,0.013316705625867734,1.9952388155405874,0.0007042485130883386,0.23795114292603567,0.6614210624229139
0.3647,364.70000000000005,0.32023694784462486,2.3031136403684385,0.013304519478574585,1.9952390027842688,0.0007042585970549961,0.2379512824828005,0.6614185808810763
0.36475,364.75,0.3201685606931398,2.3030495695120923,0.013300243402007349,1.995239040827486,0.0007042607362748732,0.23795131861758978,0.66141816729077
0.3648,364.8,0.32040102649958957,2.303272799784414,0.013309611830467869,1.9952391670987075,0.0007042672719823772,0.23795140602228038,0.6614198216519951
0.36485,364.85,0.3205436302677014,2.3034083680967705,0.013316715864482659,1.9952392318809022,0.0007042710099193364,0.23795146414930682,0.6614185808810763
0.3649,364.9,0.32035793348450037,2.3032296757109614,0.013309806684689786,1.995239322375962,0.0007042756752575165,0.23795152135031053,0.6614189944713825
0.36515,365.15,0.32019292945515193,2.3030723779646247,0.01330257075241682,1.9952397686244572,0.0007042994377331488,0.23795186111095987,0.6614115498458696
0.3652,365.20000000000005,0.3200611467140316,2.3029474562604944,0.01329577116449144,1.9952398267966625,0.0007043026608484044,0.23795191485518177,0.6614115498458696
0.36525,365.25,0.3202169757266839,2.3030973423528964,0.013301782997662936,1.9952398924136667,0.0007043059140661044,0.23795195755485204,0.6614123770264821
0.3653,365.3,0.32038640324313994,2.303258809479374,0.013309823702251805,1.9952399684687976,0.0007043101091184698,0.23795202198038248,0.661410722665257
0.36535,365.35,0.3202831702606015,2.3031590628548075,0.01330637964318836,1.9952400087349556,0.0007043121175325694,0.23795204631740569,0.661410722665257
0.3654,365.4,0.3200543590966077,2.3029406602932907,0.013296104548007538,1.995240135446009,0.0007043188146864958,0.23795214540668805,0.6614115498458696
0.36545,365.45,0.3200370724419237,2.3029252933550812,0.013294205045862864,1.9952401546212966,0.0007043198364853134,0.23795216265201968,0.6614136177974009
0.3655,365.5,0.3202275597509792,2.303107686330976,0.013302392506562953,1.9952402431524003,0.0007043243686095473,0.237952226960165,0.661410722665257
0.36555,365.55,0.3202991892549327,2.3031752155186824,0.013306521706602339,1.995240270465428,0.0007043259137758713,0.23795225255846914,0.6614103090749507
0.3656,365.59999999999997,0.3201207332286192,2.3030041058090447,0.013299262042877217,1.995240352892535,0.0007043300842609476,0.23795230791318964,0.6614065867621942
0.36585,365.85,0.31996846006889945,2.3028592151044216,0.013292190424065679,1.9952406482296992,0.0007043453540038896,0.23795253729244786,0.6614074139428068
0.3659,365.9,0.3198899797123857,2.3027852859504554,0.013287669623428122,1.9952406770436664,0.0007043469140490076,0.23795256518670765,0.6614036916300503
0.36595,365.95,0.32002582149379233,2.302915485487118,0.01329336464016942,1.9952407273297688,0.0007043493655417859,0.23795259959025247,0.6614053459912754
0.366,366.0,0.32013147914873313,2.303015691655721,0.013298854343278202,1.995240763553986,0.0007043513255982455,0.23795263208975675,0.6614078275331131
0.36605,366.05,0.3200175320286023,2.3029062204669333,0.01329442161177654,1.995240804729504,0.0007043533238450854,0.23795265816658595,0.6614082411234193
0.3661,366.09999999999997,0.31984150297982195,2.3027387514853386,0.01328594879045994,1.9952408876450771,0.0007043575862049334,0.23795272610074053,0.6614057595815817
0.3662,366.20000000000005,0.31999761515454267,2.302888641098872,0.013292243204942168,1.995240956032016,0.0007043609999163716,0.23795277874110538,0.661401623678519
0.36625,366.25,0.3200212703102728,2.3029103678130025,0.01329418454342774,1.9952409682647572,0.000704361652918351,0.23795278988340876,0.6614020372688252
0.3663,366.3,0.3198619745211108,2.3027581895785985,0.013287139597361297,1.995241037426277,0.0007043650509753878,0.23795283899797282,0.661401623678519
0.3665,366.5,0.31988286135759125,2.302778401304716,0.013287942635865036,1.9952411591765347,0.0007043711311861265,0.2379529366716156,0.6614024508591314
0.36655,366.55,0.3197192543987959,2.302622729338532,0.01328008544968822,1.9952412332693885,0.0007043747868588327,0.23795299457717517,0.6613999693172938
0.3666,366.59999999999997,0.3196737873775086,2.302580279990958,0.013277083624030635,1.995241248318189,0.0007043755710334645,0.2379530096573005,0.6613999693172938
0.36665,366.65,0.31978266146121764,2.302684234403484,0.013282039395446737,1.9952412827645996,0.0007043772001349098,0.23795303437824541,0.6613999693172938
0.3667,366.70000000000005,0.3198420597219647,2.3027401535642213,0.01328553555347086,1.9952412989597028,0.0007043780477120197,0.23795304971342265,0.6614007964979064
0.36675,366.75,0.31973184761416523,2.302634777530999,0.013280739715478442,1.995241337370267,0.000704379847909479,0.23795307553766545,0.661401623678519
0.3668,366.8,0.3195981635361923,2.3025081051860483,0.013273784814016542,1.995241391480037,0.0007043825233467107,0.2379531218900195,0.661401623678519
0.36685,366.85,0.3196177163459532,2.302527425378466,0.013274025939949616,1.9952413996083542,0.000704382897513047,0.23795312799572899,0.6614003829076001
0.3669,366.9,0.3197237826366657,2.3026282157035265,0.013279336718644442,1.9952414327935968,0.0007043844987991952,0.23795315451100807,0.6614012100882126
0.36715,367.15,0.31963864806382836,2.302547201195305,0.013275346491597938,1.9952415566233295,0.0007043904067686184,0.23795325438076845,0.6614041052203565
0.3672,367.20000000000005,0.3195769623403167,2.3024880526592435,0.013272826831453088,1.9952415733955366,0.0007043911511846002,0.2379532650630979,0.6614045188106629
0.36725,367.25,0.31944647156897854,2.3023644306683293,0.013266013840755448,1.9952416266377841,0.0007043936551747177,0.23795330854912408,0.661401623678519
0.3673,367.3,0.31941840988334846,2.302338505645333,0.013263886305648816,1.9952416353267188,0.0007043940848033721,0.23795331751279222,0.6614012100882126
