t_s,t_ms,deltaE_nJ,Wbase_nJ,Wbias_nJ,Dfilm_nJ,Dwall_nJ,ER_pJ,residual_aJ
0.21625,216.25,0.3200216362914018,1.1001140067459472,0.013294196997519242,0.7930579904357522,0.0002389031106487509,0.08967415259069511,0.24692726812233903
0.2163,216.29999999999998,0.31986282574372804,1.0999622850563986,0.013287180371944074,0.793058059240054,0.00023890649009478913,0.08967420138696004,0.24692116766532143
0.21635,216.35,0.3197447784340709,1.099850533481194,0.013280931703804944,0.7930581039471539,0.0002389088087272244,0.08967424196586679,0.2469189963162135
0.2164,216.4,0.319820241218826,1.0999231191907854,0.01328383116347156,0.7930581253305216,0.0002389097960899267,0.08967425573901776,0.24691951330409634
0.21655,216.54999999999998,0.3197198548040776,1.0998265833892802,0.013280117072781511,0.7930582553106617,0.00023891623712097695,0.0896743571214948,0.24692013368955576
0.2166,216.6,0.31967341448325937,1.0997832070628497,0.013277069176543355,0.7930582705968393,0.00023891703378034086,0.08967437243592771,0.24692189144835744
0.21665,216.65,0.3197819277929773,1.0998868229591388,0.013282002499989948,0.7930583048626496,0.0002389186534316206,0.08967439699063808,0.24692054727986204
0.2167,216.70000000000002,0.31984211248940775,1.0999434936959458,0.013285533744323466,0.7930583212733172,0.00023891951195407091,0.08967441251240443,0.24692220164108714
0.21675,216.75,0.3197325772303861,1.0998387575108495,0.013280774523998345,0.7930583593189764,0.00023892129435460434,0.08967443805305528,0.24692240843624028
0.21685,216.85,0.31961712123836256,1.0997301432157514,0.013273998437844495,0.7930584218146685,0.00023892435676653329,0.08967449072146304,0.24692313221927625
0.2169,216.9,0.31972328788180554,1.0998310338717558,0.013279309287042594,0.7930584550471872,0.00023892595949092938,0.08967451723822001,0.2469233390144294
0.21695,216.95000000000002,0.31971884886055946,1.0998261167632204,0.013279795053108764,0.793058462368636,0.00023892631104020944,0.0896745230152976,0.24692178805078085
0.21725,217.25,0.3194468797144757,1.0995681006588625,0.013266037438970027,0.793058648845315,0.00023893511372937462,0.08967467123244899,0.24691992689440262
0.2173,217.29999999999998,0.3194180633061744,1.099541459988595,0.013263870972476874,0.7930586576711627,0.0002389355503119351,0.08967468034217316,0.2469193065089432
0.21735,217.35,0.3194989543489702,1.0996183605291872,0.013267883580372179,0.7930586788067622,0.00023893650456850065,0.0896746961771409,0.24691858272590722
0.2174,217.4,0.3195282421903862,1.0996455883816398,0.013269951228150383,0.7930586860982327,0.00023893686481600028,0.08967470327669697,0.24692147785805116
0.21745,217.45000000000002,0.319430031236152,1.0995521492017641,0.013265213938069764,0.7930587190869658,0.00023893833692181443,0.08967472671524691,0.24692096087016832
0.2175,217.5,0.3193272903485595,1.0994552657017662,0.013259395055276067,0.7930587558363239,0.0002389400595981413,0.08967475947871476,0.24691816913560094
0.21755,217.54999999999998,0.3193449544629427,1.099472568958433,0.013259761423562761,0.7930587611143216,0.00023894028818463806,0.08967476346548758,0.24691878952106036
0.2178,217.79999999999998,0.3192707616558502,1.0994026084478936,0.013255626768088839,0.7930588544915609,0.00023894447580090935,0.08967483968906817,0.24691858272590722
0.21785,217.85,0.3193170843926369,1.0994460572824523,0.01325851052609564,0.7930588639014751,0.0002389449128147384,0.08967484854640775,0.24692499337565452
0.2179,217.9,0.31925787789830506,1.0993896593265169,0.013255718055337033,0.7930588793139091,0.00023894555767274193,0.08967485889110413,0.24692416619504196
0.21795,217.95000000000002,0.31915390603855814,1.0992916807003892,0.013249765653538683,0.7930589183889706,0.00023894728121486047,0.08967489210631853,0.246921994845934
0.218,218.0,0.31913191951920516,1.0992714986281826,0.013247967317761828,0.7930589242231733,0.00023894755211742514,0.08967489837196449,0.2469233390144294
0.21805,218.04999999999998,0.31918786224741147,1.0993244049827837,0.013251015825951258,0.7930589358563583,0.0002389480444471592,0.0896749074421464,0.2469242695926185
0.2181,218.1,0.3191985556945036,1.0993340367333888,0.013252081229247495,0.7930589394006681,0.00023894820360368158,0.08967491078652441,0.24692551036353735
0.21815,218.15,0.3191149303590933,1.0992549324062544,0.013247588540208834,0.7930589665649382,0.00023894933823619395,0.08967493111830066,0.24692271862896997
0.2185,218.5,0.3189555118199783,1.099105914196354,0.01323728707428576,0.7930590613557261,0.00023895332853944354,0.08967501331843299,0.24692271862896997
0.21855,218.54999999999998,0.3189822140491564,1.099130715847595,0.013239192087449891,0.793059065604511,0.00023895351078335973,0.08967501751342426,0.24691951330409634
0.2186,218.6,0.31893005121147266,1.0990813774327326,0.013236381430449924,0.7930590788481479,0.00023895402356973833,0.08967502691891976,0.24692675113445617
0.21865,218.65,0.31884654353531666,1.0990032060348172,0.01323107626048584,0.7930591087191583,0.00023895523445125754,0.08967505329791566,0.24692116766532143
0.2187,218.70000000000002,0.31882478460328,1.0989832763060088,0.013229251983742299,0.7930591134382333,0.00023895543656157734,0.08967505859723574,0.24692096087016832
0.21875,218.75,0.3188599281444693,1.0990163115539704,0.013231365989794035,0.7930591189339742,0.00023895564922785532,0.08967506301846698,0.24692540696596077
0.2188,218.79999999999998,0.31886090299272873,1.099016855627783,0.013231798861322766,0.7930591209501404,0.0002389557284072852,0.08967506475323454,0.24692385600231223
0.21885,218.85,0.3187924132590349,1.0989525259379451,0.013227661268042935,0.7930591425575224,0.0002389565546180264,0.08967508173392484,0.24692137446047457
0.2189,218.9,0.3187260617582438,1.0988907757457778,0.013223081985533295,0.7930591637231382,0.0002389573949154336,0.08967510193421882,0.2469206506774386
0.21895,218.95000000000002,0.3187270130748954,1.0988920527758352,0.013222758106675604,0.7930591654866642,0.00023895746415047823,0.08967510372241676,0.24692158125562771
0.2192,219.20000000000002,0.3186281629499826,1.0987999990158925,0.013216011331679363,0.7930592132402207,0.00023895925838603288,0.08967514590848548,0.24692592395384363
0.21925,219.25,0.3186424482464392,1.0988130923002883,0.013217205199530967,0.7930592150257681,0.00023895932682774107,0.08967514772817853,0.24694401852974324
0.2193,219.29999999999998,0.3185998341178053,1.098773123675659,0.01321457060051724,0.793059225555581,0.00023895969409165534,0.08967515562730731,0.24692881908598757
0.21935,219.35,0.3185319305204734,1.0987101030717452,0.013209712609528499,0.7930592496622363,0.0002389605677761352,0.08967517771111473,0.2469233390144294
0.2194,219.4,0.3185070077811333,1.0986873399702692,0.013207558227975383,0.7930592547202622,0.00023896076027079036,0.08967518350245565,0.24692395939988881
0.2196,219.6,0.31841195697770774,1.0985991639670225,0.013200723306430037,0.7930592932374962,0.00023896208704089923,0.08967521814133174,0.2469336787720863
0.21965,219.65,0.31840289437654834,1.0985911161636963,0.013199710315776445,0.7930592949783474,0.00023896215118277922,0.08967522030700258,0.2469126890640428
0.2197,219.70000000000002,0.31841778202740034,1.0986048570443039,0.013200858497151295,0.7930592963423226,0.00023896219721143493,0.08967522157738822,0.24705672188820357
0.21975,219.75,0.3183984166859708,1.0985866634271364,0.013199690332595953,0.7930592997920328,0.0002389623047405917,0.0896752240265891,0.24703842051715083
0.21995,219.95000000000002,0.3183054383010107,1.0985012257837852,0.013192184414648717,0.7930593334711066,0.00023896341707990904,0.08967525627737943,0.24704069526383535
0.22,220.0,0.3182732362462209,1.098471351847249,0.013189864178828805,0.7930593411163762,0.0002389636481255467,0.08967526233887205,0.24698351640399263
0.22005,220.04999999999998,0.31821793014960964,1.0984206164165302,0.013185314491744402,0.7930593614426827,0.00023896428122670619,0.08967528169528083,0.24693967583152732
0.2201,220.1,0.31818875185360623,1.0983941781222606,0.01318258163306368,0.7930593683557393,0.00023896450324735905,0.08967528958202156,0.24685075391567787
0.22015,220.15,0.31819369041285644,1.0983988480589721,0.013182850630787585,0.7930593687199669,0.00023896451403216914,0.08967528992865387,0.24702425504916087
0.22055,220.54999999999998,0.31798794427328103,1.0982114298226735,0.013164590780881976,0.7930594348389762,0.0002389663834326533,0.08967535491363386,0.24704813988934834
0.2206,220.6,0.317977097841559,1.098201861679779,0.013163314155788954,0.7930594364541224,0.00023896642984553082,0.08967535708865791,0.24704741610631234
0.22065,220.65,0.31797776823966156,1.0982024292726604,0.013163417033021168,0.7930594365245882,0.00023896643146723443,0.08967535713683895,0.24717232037880785
0.2207,220.70000000000002,0.3179557765313329,1.0981823461832267,0.013161513393288263,0.7930594413801066,0.0002389665509215324,0.0896753612425308,0.24708867173936344
0.22075,220.75,0.3179120572939536,1.0981429107768568,0.013157247130067653,0.7930594585009139,0.0002389669807439681,0.08967537834437163,0.24703128608436756
0.2208,220.79999999999998,0.3178793255839429,1.0981137135432473,0.013153723399578723,0.7930594689697551,0.00023896724578350016,0.08967539038787567,0.24704338360082614
0.22085,220.85,0.3178725646561758,1.0981078333659218,0.013152843435857245,0.7930594697349405,0.00023896726620301995,0.0896753915040735,0.24704441757659185
0.2209,220.9,0.31786824525269775,1.0981038606983806,0.013152497067976752,0.793059470095117,0.00023896727392132123,0.08967539175766774,0.24713623462458523
0.22095,220.95000000000002,0.3178407448311798,1.0980790484357084,0.013149817016823733,0.7930594780156915,0.00023896745366324218,0.08967539908355023,0.2470860867999492
0.22125,221.25,0.3176911159630862,1.097946373200506,0.013132918188895525,0.7930595316085248,0.0002389686072068657,0.08967545766734336,0.24708370865568813
0.2213,221.29999999999998,0.3176701904587031,1.0979281893612458,0.013130182450846769,0.7930595374106083,0.00023896872469858084,0.08967546516642785,0.24708370865568813
0.22135,221.35,0.31766430954800634,1.0979230993003841,0.013129392082595396,0.7930595378820295,0.00023896873420894724,0.08967546581872779,0.24708401884841782
0.2214,221.4,0.3176508615823324,1.0979111580110958,0.013127888053529298,0.7930595404807024,0.00023896878039825429,0.08967546827664744,0.24708432904114752
0.22145,221.45000000000002,0.3176194953520184,1.0978836299944161,0.013124063092749298,0.7930595534883204,0.00023896901165725178,0.0896754822513508,0.24708195089688645
0.22195,221.95000000000002,0.31741010778105105,1.0977046465762899,0.013093744139984827,0.7930596373798209,0.0002389702167764642,0.08967558570520369,0.2470790557647425
0.222,222.0,0.31738178549840473,1.097681206615354,0.013088877967083076,0.7930596533379691,0.00023897038522757645,0.0896756079133677,0.2470777115962471
0.22205,222.05,0.3173650284651152,1.0976675414784816,0.01308579221091431,0.7930596594091701,0.00023897044507605286,0.08967561711124818,0.247076781018058
0.2221,222.1,0.31735386367991286,1.097658374804742,0.013083796821065825,0.7930596621029408,0.00023897046919144416,0.089675620837806,0.24707512665683287
0.22225,222.25,0.3172786954441511,1.0975976808169277,0.01306937073193045,0.7930597098600007,0.00023897080204800911,0.08967568973442028,0.24707616063259857
0.2223,222.3,0.3172590590736483,1.0975824499652747,0.01306497618777056,0.7930597207598282,0.00023897085864143725,0.08967570800551584,0.24707822858412995
0.22235,222.35,0.31724443317658907,1.0975711650417406,0.013061641609309118,0.7930597271174386,0.00023897088570493325,0.08967571839289779,0.24707554024713915
0.2224,222.39999999999998,0.3172246576134647,1.0975559900895662,0.013057053849176554,0.7930597399056617,0.00023897092818490746,0.08967573850700894,0.2470757470422923
0.22245,222.45000000000002,0.31719487199214513,1.097533990318836,0.01304930141906556,0.7930597731974779,0.0002389709996463506,0.08967579570659903,0.24707460966895003
0.2225,222.5,0.31715565031049103,1.097508034342046,0.013036119300711156,0.7930598565609723,0.00023897105489557904,0.08967596347367514,0.2470754368495626
0.2226,222.6,0.31699619286031344,1.0974197829061585,0.012966019537829705,0.7930609602647942,0.0002389710653361555,0.0896785006196064,0.247075333451986
0.22265,222.64999999999998,0.31682057935172586,1.097324920577049,0.012887830547044224,0.7930635166200654,0.00023897106549326547,0.08968433388404556,0.2470754368495626
0.2227,222.70000000000002,0.3165391788743674,1.0971747741722149,0.012763172193385382,0.7930700976233321,0.00023897106553446594,0.08969904943887462,0.24707243831984207
0.22275,222.75,0.31612158811263674,1.09695308928881,0.012581826987962114,0.7930846273163787,0.00023897106554743997,0.08973002927038914,0.2470612713815726
0.22295,222.95000000000002,0.3125461859447332,1.0950213229537242,0.011242717354260629,0.7933887181467663,0.0002389710655553481,0.09016539791728784,0.24698723871674913
0.223,223.0,0.3110710060157324,1.0942048599600256,0.010785264563821386,0.7935897868979493,0.00023897106555556064,0.09036079159257303,0.2469828960185332
0.22305,223.05,0.3093346588736743,1.093234091327862,0.010301905098863277,0.7938717878521887,0.0002389710655556757,0.09057888229665398,0.24699013384889307
0.22325,223.25,0.29963779251955014,1.0877406191356156,0.00832051160292414,0.7960928723452271,0.00023897106555581703,0.09149505525271762,0.24704607193781694
0.2233,223.3,0.2965085414870351,1.0859666812542215,0.007847598750873727,0.7969750638896111,0.00023897106555582657,0.09170380998107007,0.24708794795632744
0.22335,223.35,0.29309654588820877,1.084038395169238,0.007390817027091588,0.7980017969177882,0.00023897106555583307,0.09189857187150009,0.24709435860607473
0.2234,223.39999999999998,0.2894043610328223,1.0819603523509707,0.006951451603784841,0.7991763933344869,0.00023897106555583738,0.09207876901279027,0.24712217255417182
0.2235,223.5,0.2811981683430681,1.0773767245447488,0.006126607601624915,0.8019737965098052,0.00023897106555584278,0.09239647505584699,0.24711110901347894
0.22355,223.55,0.2766979702846285,1.0748835943935533,0.0057408797186231375,0.8035949976433606,0.00023897106555584435,0.09253536578358483,0.2471520544538003
0.2236,223.6,0.2719453392210274,1.072265652087966,0.005372381159840018,0.8053610610817489,0.00023897106555584535,0.09266212658470724,0.24711069542317265
0.22395,223.95000000000002,0.23283936978470798,1.051216970528281,0.003225410074205993,0.8212707576115508,0.00023897106555584822,0.09328238763332551,0.24696097573230055
0.224,224.0,0.2266535602987909,1.047958109732353,0.0029737419883826307,0.8239459790891068,0.00023897106555584852,0.09334151422117641,0.24693926224122104
0.22405,224.05,0.2203900950282842,1.0446777511440974,0.0027344035477458594,0.826689693855174,0.00023897106555584863,0.09339498969686745,0.24686760772065863
0.22415,224.14999999999998,0.207742138905829,1.0381183479840055,0.0022912057259302323,0.83233495724731,0.00023897106555584888,0.09348673797530788,0.24673432824446104
0.2242,224.20000000000002,0.20141586078976476,1.034874355412582,0.002086667064694225,0.835212665074472,0.00023897106555584893,0.09352579457010697,0.24708619019752578
0.22425,224.25,0.19512780595572174,1.0316788105444925,0.001893093119209682,0.8381115661129508,0.00023897106555584893,0.09356077649333858,0.24701960215821525
0.22455,224.55,0.1598629109422802,1.014630134507643,0.0009476114181307659,0.8553821626595893,0.00023897106555584934,0.09370150510033289,0.24675190583247777
0.2246,224.6,0.1546584524503042,1.01233162839631,0.0008239795223213368,0.8581644688713543,0.00023897106555584944,0.09371577765466287,0.24623781308177609
0.22465,224.64999999999998,0.149714095237103,1.0102414776351905,0.0007095432776680123,0.8609042268504722,0.00023897106555584953,0.09372800672423263,0.24699675129379348
0.2247,224.70000000000002,0.14505157129861496,1.0083785801532257,0.0006041404020622602,0.8635984400553984,0.00023897106555584958,0.09373838207729401,0.24635847805363226
0.22475,224.75,0.14069060109314135,1.0067609976682461,0.0005076197834943488,0.8662452984567761,0.0002389710655558497,0.09374708326260203,0.24699540712529808
0.2248,224.8,0.1366487505527378,1.0054057746050715,0.00041984144905222277,0.8688441404020603,0.00023897106555584974,0.0937542804837923,0.24671385552430034
0.22485,224.85,0.1329413097473233,1.004328760853784,0.0003406766215632875,0.8713953967741919,0.00023897106555584974,0.09376013543861766,0.24716218741630408
0.22495,224.95000000000002,0.12657886120006723,1.0030657656932664,0.00020772899732264232,0.8763618942446861,0.00023897106555584974,0.09376842760673033,0.24732679635820215
0.225,225.0,0.12394226104546065,1.0029040044695878,0.00015374557326095276,0.8787827470260663,0.00023897106555584974,0.0937711528320606,0.2470660276700948
0.22505,225.05,0.12167678899483908,1.0030685915527615,0.00010797448102991682,0.8811670331073829,0.00023897106555584974,0.09377311335614029,0.24734240939226407
0.2251,225.1,0.11978527191241312,1.0035669955473074,7.034402392204658e-5,0.883519322400178,0.00023897106555584974,0.09377444011744505,0.2470349049995475
0.22525,225.25,0.11634437255541137,1.0071078192166547,5.742677836305872e-6,0.8904364426474135,0.00023897106555584974,0.09377587322847339,0.2471182434462622
0.2253,225.3,0.11592608241999725,1.0089728420951773,1.706232371379409e-7,0.8927141835726222,0.00023897106555584974,0.093775907116204,0.246877120297703
0.22535,225.35,0.1158581772890245,1.0111757158818453,2.532962729273761e-6,0.8949873248198453,0.00023897106555584974,0.0937759172089578,0.24706013400823035
0.2254,225.39999999999998,0.1161288903338279,1.0137100229150826,1.2811026723212347e-5,0.8972611967685867,0.00023897106555584974,0.09377602066834288,0.2468328661349314
0.22545,225.45000000000002,0.11672438427090476,1.016566822676586,3.09891333745168e-5,0.8995406803866223,0.00023897106555584974,0.09377633392740649,0.24704969085299688
0.2258,225.8,0.12848331695862322,1.044315501341311,0.00037698966031725096,0.9158764093303149,0.00023897106555584974,0.09379389441931667,0.2472850237372682
0.22585,225.85,0.13100070162726968,1.0491319186199541,0.0004567934284913173,0.9182552397606067,0.00023897106555584974,0.09379984256719287,0.2475539608339245
0.2259,225.89999999999998,0.13366244891853002,1.0540811696857124,0.0005437164139865506,0.9206296594647277,0.00023897106555584974,0.0938068982599488,0.2473744626410005
0.22595,225.95000000000002,0.136447333639081,1.0591318411620905,0.0006374620488164358,0.9229891836496918,0.00023897106555584985,0.09381510406094,0.24748271990366838
0.226,226.0,0.13933481563065594,1.064251132810869,0.0007376529933886832,0.9253211748791956,0.00023897106555584988,0.09382447608855234,0.2472381846350824
0.22605,226.05,0.14230515144930012,1.0694051497634036,0.0008438185837913209,0.9276110110808836,0.00023897106555585,0.09383499834612126,0.24689066538023355
0.2264,226.39999999999998,0.1638874469247644,1.1035495757863611,0.0016905289034252339,0.9410197561902024,0.0002389710655558506,0.09393075109318336,0.2418293540071747
0.22645,226.45000000000002,0.1668658084739729,1.1077562758204136,0.0018135168628776123,0.9423710685151452,0.00023897106555585064,0.09394486931100608,0.24069384182129255
0.2265,226.5,0.1697580907261524,1.1117093242380616,0.0019330531393424526,0.9435513576210823,0.0002389710655558507,0.0939582069956987,0.24238211745151328
0.2266,226.6,0.17519087249522783,1.1187706255432992,0.0021560580382365335,0.9454028588275689,0.0002389710655558509,0.09398143953326059,0.246349896054777
0.22665,226.64999999999998,0.17768236526865708,1.1218460651401312,0.002256832813294031,0.9460875709445152,0.000238971065555851,0.09399092327174118,0.24857480510739152
0.2267,226.70000000000002,0.17999105162173878,1.1246026108400957,0.002348874662285898,0.9466274642320324,0.00023897106555585104,0.09399883684710372,0.2537924536162229
0.22675,226.75,0.1820934184642546,1.1270336580496503,0.0024312339118322344,0.9470384975134527,0.00023897106555585115,0.09400517560163366,0.25738221067954986
0.2268,226.8,0.18396804306426892,1.129136529288921,0.002503198902640157,0.9473387043066341,0.0002389710655558512,0.09401001814944866,0.2630469503094662
0.22685,226.85,0.18559656290023419,1.1309123362747622,0.002564322405136821,0.947547111467143,0.0002389710655558512,0.09401351453383858,0.26756790594737473
0.2271,227.1,0.18970877868603064,1.1351590357774923,0.002710292951607691,0.9478275607438927,0.0002389710655558512,0.09401850386689119,0.27024631677082145
0.22715,227.14999999999998,0.18972657039247234,1.13517607584188,0.0027113286312630347,0.947827844775685,0.0002389710655558512,0.09401850970158321,0.2702717525746574
0.2272,227.20000000000002,0.18949926414499627,1.1349576345685994,0.002704984414257454,0.9478303654916514,0.0002389710655558512,0.09401855094072865,0.27028746900629597
0.22725,227.25,0.18904521192009943,1.1345251981140023,0.002692289600502602,0.9478392862951341,0.0002389710655558512,0.09401870399853833,0.27028312630808005
0.2273,227.3,0.18838604349916455,1.1339015748916017,0.0026742885352526737,0.9478568301246298,0.0002389710655558512,0.09401900821736524,0.27071326022660763
0.22735,227.35,0.18754609221721302,1.1331107055947607,0.0026520110043241505,0.9478836341139063,0.0002389710655558512,0.09401947252778313,0.27011831057102886
0.2274,227.39999999999998,0.18655184685397289,1.1321774999755485,0.002626449443277921,0.9479191116870528,0.0002389710655558512,0.09402008297401028,0.27072897665824613
0.22785,227.85,0.1755467216420731,1.121804510041772,0.002381562567054895,0.9483063537926435,0.0002389710655558512,0.09402637937743812,0.27082286165777086
0.2279,227.89999999999998,0.17465126237600692,1.1209455143834075,0.002363968261098,0.9483252228047451,0.0002389710655558512,0.09402666920861617,0.2710110452471267
0.22795,227.95000000000002,0.17392870233133398,1.1202489307100343,0.002349974729239409,0.9483372054600657,0.0002389710655558512,0.09402685308464397,0.2707666133761173
0.228,228.0,0.17340600378544957,1.1197424436474328,0.0023399343550679946,0.9483433764738692,0.0002389710655558512,0.09402694849594324,0.27086959736238014
0.22805,228.05,0.17310896739363887,1.1194531924959292,0.0023341829846732,0.9483454103110265,0.0002389710655558512,0.09402698091136437,0.27053024651608026
0.2281,228.1,0.17306208484930688,1.1194076178172987,0.002333046785808558,0.9483455819749111,0.0002389710655558512,0.09402698389109784,0.2705575434762945
0.22815,228.15,0.1732883857950559,1.1196312992552486,0.0023368489224701245,0.9483467645882571,0.0002389710655558512,0.09402699940710023,0.27055733668114135
0.2286,228.6,0.19047531734290868,1.1373220724585582,0.0026536135911777135,0.9491673576818238,0.0002389710655558512,0.09404022725069737,0.2678030320364929
0.22865,228.65,0.1942542405583912,1.1413236249003635,0.0027286924386919044,0.9494650604860846,0.00023897106555585126,0.09404549586906653,0.26684536368230966
0.2287,228.7,0.19841218302901406,1.1457646556086751,0.002814041048022143,0.9498334905250959,0.00023897106555585137,0.09405230351022145,0.2664787158757955
0.22875,228.75,0.20294024189564513,1.1506449585775693,0.002910531428700858,0.9502822163069256,0.00023897106555585145,0.09406100370341934,0.26555992501040226
0.22885,228.85,0.21305129887230734,1.1617041519567242,0.00314105574644064,0.9514608521167685,0.0002389710655558515,0.09408591277742986,0.26424429424613666
0.2289,228.9,0.21859627931706863,1.1678634808751784,0.0032775368273604655,0.9522116642672707,0.0002389710655558515,0.09410331626564526,0.26362163404003736
0.22895,228.95,0.22443515960726335,1.174422467737987,0.0034301170444206008,0.9530843293061979,0.00023897106555585167,0.09412506724314457,0.2638526242260928
0.22925,229.25,0.2637022136350823,1.220655460004754,0.004809815811003294,0.9614296588166714,0.00023897106555585302,0.09443257972375126,0.2812759430586035
0.2293,229.3,0.27055537135795615,1.2291474588117046,0.005149586530912519,0.9634081627371321,0.00023897106555585384,0.09454046758013807,0.2856070607459312
0.22935,229.35,0.27736943815785525,1.2377298756237824,0.005535795900906176,0.9655625827140847,0.00023897106555585503,0.0946798821350475,0.2949422075488983
0.2294,229.4,0.28409623165311104,1.2463411411557914,0.00597823614928419,0.9678893119972827,0.00023897106555585706,0.09486288614893448,0.2970225667894692
0.22975,229.75,0.3275562120060657,1.3016112689551145,0.013388175332364942,0.9870880968466474,0.0002504201161192958,0.10471561928256687,0.30063569170510085
0.2298,229.8,0.32898925884652624,1.3029640907825872,0.013528076995577967,0.9871430741504887,0.00025507604977523317,0.10475903202720557,0.3006522353173519
0.22985,229.85,0.3225019012227659,1.2971542090004589,0.013117080953472124,0.9873976020314098,0.0002668487205133456,0.10493827919095693,0.2999491317966818
0.22995,229.95,0.3104253197782181,1.2896786423668756,0.010678727188179983,0.9895566438845975,0.00026691576541402925,0.10849043307348852,0.30624769857096684
0.23,230.0,0.3096746700799809,1.2891363980258428,0.010507863867230112,0.9895941468335313,0.0002669157654140478,0.10852952062294638,0.30647641401033776
0.23005,230.05,0.3107907686349725,1.2901330083087352,0.010678939470430573,0.9896456992323002,0.00026691576541407186,0.10856445301649467,0.30653741858051353
0.2301,230.1,0.31330502171084296,1.2924200940389194,0.011175391644912136,0.9899147443461194,0.00026691576541435066,0.1088041678637254,0.30640879199526155
0.23015,230.15,0.31698954769743865,1.2958137533678538,0.012109836761262571,0.9905574835205139,0.00026691576542077483,0.10964345215637479,0.3064133414886306
0.2302,230.2,0.3217164944749578,1.3000991052719628,0.013254776329573757,0.9912566079732511,0.00026965765774053524,0.11112180574032877,0.310153231833136
0.23025,230.25,0.32395483964722765,1.3022079396874533,0.013427357460884793,0.9912971184827565,0.0002721805550301735,0.11115877355966744,0.3102359498943913
0.2303,230.3,0.3207034251316076,1.2991983585647908,0.013248811822227204,0.9913572412042535,0.00027530780563965934,0.11119655558843325,0.31007092736218694
0.2305,230.5,0.32036259144907886,1.2997367008154597,0.013227917189999742,0.9922110372615845,0.00027806953051891285,0.11292007723518249,0.31295799449515016
0.23055,230.55,0.3224863262974965,1.3017357031516978,0.0133840133128318,0.9922407260383378,0.00027971668429467984,0.11294775738262304,0.31298198273291417
0.2306,230.6,0.3202472340997498,1.2996421618707907,0.013268414650747327,0.9922692101920934,0.0002811671825302469,0.11296536006352707,0.31289864428619946
0.23065,230.65,0.3169115953393717,1.2967917406982,0.01289344067719496,0.9923780206506817,0.0002824418955793308,0.11312380265201112,0.3128897520946145
0.2307,230.7,0.31658970185456936,1.2967413946010218,0.012673284332038931,0.9924292623688241,0.0002824418957383878,0.1132731279117218,0.31398287127410335
0.23075,230.75,0.3193362510450442,1.2991166586368479,0.013181698269184784,0.9925654582124791,0.00028309541983033247,0.11355254406361096,0.31538452882207446
0.2308,230.8,0.3218098326251822,1.3014508546194135,0.0133556269455016,0.9925983884093699,0.0002846775202147392,0.11358332555775146,0.3154095510356042
0.23085,230.85,0.32062035669740535,1.3003232891542291,0.013305751674416185,0.9926098123666625,0.00028528205525665704,0.113590024690592,0.3153696395710485
0.231,231.0,0.3196847281002526,1.2996141909938355,0.013221753246249728,0.9927498378657853,0.000287570932367356,0.11380765814521918,0.3164654470875281
0.23105,231.05,0.3216403249978259,1.3014581696833254,0.013354877836728738,0.9927702632872799,0.00028863295556261583,0.11382659587004855,0.3164842654464637
0.2311,231.1,0.32010822407463524,1.3000113915625862,0.013283346450987435,0.9927833847673123,0.0002892949218625644,0.11383456620628102,0.31644290641583606
0.23125,231.25,0.3204222537010319,1.3004136382835483,0.013277301863134435,0.9928632434746119,0.0002915232255662883,0.11392006193654527,0.31646379272630304
0.2313,231.3,0.32145810341435577,1.3013834696085897,0.013352344821207635,0.9928717612216343,0.0002920219980688903,0.11392811223934611,0.3165010158538679
0.23135,231.35,0.3193068957459844,1.299364678936671,0.013240621831446683,0.9928915065084842,0.0002929572311665652,0.11394159895020835,0.3164677218342126
0.2314,231.4,0.3173395329107229,1.2975742682344567,0.013085130983346295,0.9929123645115059,0.0002935371986948483,0.11396491328067788,0.31640134059005526
0.23145,231.45,0.31855144410056124,1.298721504881089,0.013161808131782393,0.9929241405760425,0.000293752364672678,0.11397628803968099,0.31644497436736746
0.2316,231.6,0.3185527765700564,1.298743478790288,0.013196994813335531,0.9929775597421905,0.00029611658375263073,0.1140210240675069,0.31644332000614234
0.23165,231.65,0.31751846230561737,1.2978117268794793,0.013103592184815991,0.9929864825423576,0.0002963423496739319,0.11403218304382855,0.3163974114821456
0.2317,231.7,0.3194437736327365,1.2996324430441142,0.013226467017219887,0.9930042420264401,0.00029684694848817697,0.11404777008566713,0.31641643663623437
0.23175,231.75,0.32134151894605134,1.301429955975781,0.01334277266668093,0.9930195209387955,0.0002976275712523746,0.1140615028216311,0.3164588296426277
0.2318,231.8,0.3203183226530191,1.3004536226933148,0.013302429147546877,0.9930257168089865,0.0002979475125970496,0.11406518269951599,0.31644042487399837
0.23195,231.95,0.32028310018576933,1.3004866565565194,0.013280386498017311,0.9930702400400583,0.00029959814630326,0.11410499883854373,0.31643256665817915
0.232,232.0,0.3213028820251265,1.3014467219110861,0.013346615185367953,0.9930763895694644,0.00029995506367978635,0.11411075463812508,0.3164546937395649
0.23205,232.05,0.3195497539242618,1.2997883176574847,0.01326391142172487,0.9930878391068981,0.00030051801548766855,0.11411834898944033,0.31642760357450384
0.2321,232.1,0.31781132290984404,1.2981776189405496,0.013149431931067214,0.9931006114285368,0.00030098571555322424,0.11413113408266737,0.3163998930239833
0.23215,232.15,0.3187817407938965,1.2991065311316266,0.013197236309126949,0.9931067372246313,0.00030115368388351744,0.11413605476575861,0.3164232608762879
